115566,183671,49653,80682,74055,159108,57043,40414,50496,44506,65932,137741,30222,134694,21424,156724,107271,73268,38285,56655,40341,66600,127457,64270,99639,118037,23727,12396,19614,120625,52612,50882,139584,59694,52665,42500,0,26380,65280,41468,11346,143717,83547,115489,58936,76974,56231,12091,35555
120119,187736,61134,84748,97347,182400,68524,56097,61977,58283,89224,158243,12412,138760,41244,180016,117876,56023,61398,56155,45249,81338,144569,87562,122931,122103,47019,32685,14332,133160,69182,28461,150036,37273,30244,65792,26808,0,74668,64760,33748,156397,82299,114241,82228,81039,55731,29745,55586
53772,121801,19467,22070,50403,113575,17321,31201,20310,23730,37408,88869,66892,72825,46011,111192,48502,50412,38895,27339,34456,18035,75195,39395,54908,56168,50492,63381,63918,63785,27721,68093,80662,73216,76612,39382,65888,76727,0,51134,61356,87023,34035,63801,35398,19781,29788,55265,34601
92125,156665,32301,65739,32428,118545,38631,30225,31725,35455,24306,102349,65803,105141,28464,116162,76706,76660,17698,58595,38219,37184,95312,22643,64919,92566,17465,40261,55448,88480,28974,80708,109020,89232,87309,16334,41797,64806,50973,0,38236,111572,78907,103793,17310,64653,58861,41977,28853
111043,179200,45114,78918,70541,154569,52504,35875,45957,39967,62418,133202,35015,130224,16885,152185,102732,77677,33746,59441,37684,62061,122918,60756,95100,113567,19188,976,24443,116086,48073,55675,135045,64487,57458,37961,11353,33507,60741,37954,0,139178,86825,117209,55422,75210,59509,9324,31016
45960,45944,102709,81158,91470,55666,99166,114444,103552,106972,89374,21704,149004,19436,127609,55843,40409,119021,112626,109452,117699,90485,19141,91362,49447,35549,126321,142127,146030,29621,102933,146477,10904,146059,152415,102901,144634,158840,88015,112208,140102,0,88106,71752,96701,87550,109935,138508,117843
43222,117350,49952,16551,78367,123791,49031,58540,50795,54215,65372,94224,72476,68840,70011,121408,59274,30972,66023,30428,57310,45999,81327,67359,70427,52189,76200,87319,75403,70755,56648,58640,82681,58222,64578,67346,85040,82095,33844,79098,87064,87735,0,32202,63362,16812,23618,72144,60309
26917,94540,80383,40209,88345,107569,78441,89131,81226,84646,85284,78001,104474,52617,101523,105185,44899,60932,96615,62426,87901,74063,65104,87271,61051,35967,106791,119681,107401,54532,85463,90639,66458,90221,96577,92825,117039,114093,64078,103768,117655,71512,32268,0,86624,45241,55617,104143,90901
75042,139386,34026,50032,21052,105631,34159,42804,33450,39912,11792,87076,83123,87861,45784,103247,59427,79577,31575,57352,51960,24291,79613,10918,49646,75287,34785,57581,72767,72781,26582,88779,91740,97304,97298,21195,59117,82126,35266,17168,55556,95873,63201,86513,0,48947,59800,59297,41432
42740,119649,37525,4345,62653,116978,35379,47047,38368,41788,51126,92272,71658,68241,59439,114594,51904,40593,54530,25040,45817,31753,78597,53113,61349,51590,64707,77596,68684,67188,42401,63815,82082,63397,69753,53100,78322,81493,19598,64852,75571,87136,16828,45186,49116,0,26005,63686,48816
65128,141843,29642,28273,74677,136159,35958,31089,30485,28947,61682,111453,45622,90435,42560,133775,71085,21579,38572,532,29859,40898,97778,63669,79020,73784,48749,59868,47952,86369,37690,41526,103245,41109,47464,47893,57589,55716,28833,58694,59613,109330,23663,55605,59672,25715,0,44693,32858
102214,169909,38783,66920,73923,155164,46173,30115,39626,34207,65733,133798,28960,120933,11455,152781,98620,61878,33756,44503,21788,58987,123514,64138,95696,104276,22328,8101,18605,113904,46831,50213,130780,59026,51997,38556,12067,29655,54409,41336,9328,137141,71395,103337,58804,63212,44078,0,27944
84374,152409,18323,52126,58814,135683,25712,6473,19166,12705,46251,114316,49829,103432,15704,133300,78160,50715,8594,32649,12084,34913,104033,48239,76215,86775,20184,33073,41151,93444,20926,58128,110320,66652,66647,20790,35580,55814,33949,28715,31048,116681,60062,90417,41286,48418,32915,28284,0
